"","ColoRect-AdenoCA_cluster_1","ColoRect-AdenoCA_cluster_2","ColoRect-AdenoCA_cluster_3","ColoRect-AdenoCA_cluster_4","ColoRect-AdenoCA_cluster_5","ColoRect-AdenoCA_cluster_6","ColoRect-AdenoCA_cluster_7","ColoRect-AdenoCA_cluster_8","ColoRect-AdenoCA_cluster_9","ColoRect-AdenoCA_clusters_6_8_9","Panc-AdenoCA_cluster_1","Panc-AdenoCA_cluster_2","Panc-AdenoCA_cluster_3","Panc-AdenoCA_cluster_4","Panc-AdenoCA_cluster_5","Panc-AdenoCA_cluster_6","Panc-AdenoCA_cluster_7","Panc-AdenoCA_cluster_8","Panc-AdenoCA_cluster_9"
"chr9.30",565,4273,49,117,87,2,18,9,11,22,254,175,120,96,34,8,115,44,0
"chr9.31",632,4586,57,122,89,6,16,13,10,29,200,148,82,89,42,10,124,25,1
"chr9.32",493,3740,48,109,87,1,11,12,7,20,138,98,59,64,30,4,127,22,0
"chr9.33",394,2377,36,53,43,4,11,8,6,18,88,91,64,45,30,4,69,27,0
"chr9.36",225,1601,14,35,13,1,9,1,6,8,26,61,64,22,32,3,63,22,0
"chr9.37",259,1688,19,34,19,1,11,7,5,13,56,68,54,36,34,5,70,30,0
"chr9.38",299,1683,14,33,20,1,9,5,5,11,48,76,52,30,70,3,58,23,0
"chr9.69",290,1800,13,23,24,3,10,5,3,11,40,63,29,34,20,1,62,15,0
"chr9.71",325,2931,17,54,52,2,12,7,4,13,64,89,69,42,27,7,70,33,0
"chr9.72",283,2056,12,28,22,3,17,6,6,15,37,53,54,23,19,6,61,21,0
"chr9.73",340,2873,29,46,46,2,8,5,7,14,99,98,69,52,31,4,76,31,0
"chr9.74",574,3733,43,76,84,2,13,11,15,28,168,173,98,128,34,12,126,49,0
"chr9.75",320,2652,22,42,35,1,14,7,5,13,73,101,55,73,33,13,92,30,0
"chr9.76",263,2099,13,27,20,0,8,5,5,10,60,65,36,33,24,4,67,23,0
"chr9.77",290,2292,17,36,28,5,11,4,8,17,65,55,47,50,21,8,77,20,0
"chr9.78",328,2334,20,48,30,2,5,4,12,18,105,98,68,66,32,7,94,26,0
"chr9.79",476,3520,52,87,85,3,12,9,13,25,156,168,102,71,33,15,114,23,0
"chr9.80",592,4189,64,122,97,3,11,11,9,23,210,161,117,104,40,7,111,28,0
"chr9.81",396,3033,29,73,80,3,13,4,10,17,104,115,61,66,18,4,88,42,0
"chr9.82",342,2919,17,57,54,3,3,7,4,14,103,121,82,71,36,9,101,36,0
"chr9.83",344,2433,14,27,34,1,11,6,8,15,49,69,37,28,24,1,68,22,0
"chr9.85",321,2484,11,53,46,5,7,6,5,16,75,87,52,44,18,2,78,28,0
"chr9.87",431,2904,34,80,60,2,16,7,11,20,59,84,44,42,37,2,62,31,0
"chr9.89",335,1979,24,38,40,2,12,1,2,5,72,82,46,42,26,4,63,26,0
"chr9.91",339,2314,21,31,31,1,11,5,3,9,42,64,39,33,19,3,76,18,0
"chr9.92",297,2047,15,34,27,2,11,8,2,12,55,70,43,37,25,1,65,24,0
"chr9.93",214,1525,11,36,28,0,12,6,9,15,54,68,57,39,22,2,53,20,0
"chr9.95",241,1627,15,23,21,0,16,3,8,11,33,75,40,37,25,3,92,15,0
"chr9.96",304,1934,22,20,28,0,8,6,3,9,58,65,43,39,26,2,83,24,0
"chr9.98",322,1857,22,45,30,1,12,3,8,12,55,57,47,35,24,5,60,17,0
"chr9.99",404,2486,25,55,56,3,8,5,6,14,87,92,56,51,23,3,85,28,0
"chr9.100",356,2352,23,54,39,2,14,8,5,15,62,66,49,45,12,5,60,23,0
"chr9.101",332,2745,33,44,44,4,8,5,8,17,60,92,77,45,20,2,94,23,0
"chr9.102",403,3523,32,65,64,0,10,7,7,14,158,125,111,104,70,10,125,32,1
"chr9.103",535,4465,65,101,104,4,13,8,17,29,208,164,143,138,40,10,121,37,0
"chr9.104",382,3188,38,74,60,2,8,11,8,21,153,115,111,74,32,8,148,31,0
"chr9.105",301,2166,16,30,23,2,5,6,8,16,58,66,43,37,29,3,63,17,1
"chr9.106",404,2972,29,51,42,5,11,8,4,17,114,123,96,66,23,11,116,41,0
"chr9.107",287,2275,21,19,28,0,9,8,8,16,49,61,56,32,28,4,91,34,0
"chr9.108",254,2208,9,23,16,1,10,3,7,11,39,64,34,32,25,2,69,30,0
"chr9.109",286,1856,8,25,25,2,7,4,4,10,49,75,34,23,21,3,76,21,0
"chr9.110",318,2298,18,23,32,3,6,6,8,17,40,74,48,31,27,3,70,31,0
"chr9.111",318,2458,16,39,38,0,10,13,4,17,63,83,41,32,27,5,69,19,1
"chr9.112",269,1673,11,27,17,1,7,4,6,11,43,49,38,27,19,4,68,21,0
"chr9.114",328,1893,21,36,28,2,10,8,3,13,49,56,42,38,15,7,44,18,0
"chr9.115",323,2639,22,32,40,2,16,6,9,17,62,79,55,38,28,3,70,24,0
"chr9.116",425,3242,28,65,59,2,14,13,5,20,154,113,84,79,39,7,111,42,0
"chr9.117",411,2834,38,67,61,2,11,4,5,11,190,159,129,102,37,12,124,39,0
"chr9.118",389,3278,33,77,48,3,6,6,7,16,206,157,130,121,51,12,138,40,0
"chr9.119",554,3877,47,89,95,3,10,12,8,23,173,188,124,110,41,8,169,51,0
"chr9.120",448,2439,26,71,60,6,14,6,11,23,121,117,81,88,41,9,122,30,0
"chr9.121",241,1765,19,37,31,1,10,4,8,13,41,56,47,32,21,2,54,10,0
"chr9.122",291,1767,24,35,21,1,11,4,10,15,50,61,40,42,26,3,72,24,1
"chr9.123",241,1617,11,43,14,0,4,3,5,8,50,62,56,28,20,8,50,15,0
"chr9.124",237,1672,17,39,17,2,12,5,7,14,53,72,44,38,24,5,56,15,0
"chr9.125",226,1390,18,34,15,0,8,5,6,11,43,69,35,36,15,2,56,20,0
"chr9.126",338,2235,12,31,14,3,10,4,5,12,82,90,72,39,19,5,65,23,0
"chr9.127",226,1438,14,24,17,0,5,4,3,7,45,70,44,33,30,1,55,19,0
"chr9.131",241,1403,14,40,23,3,12,4,8,15,44,73,53,48,30,2,54,28,1
"chr9.132",310,1598,15,41,25,1,12,4,4,9,56,58,62,49,25,4,78,20,0
"chr9.133",232,1433,11,32,23,0,11,7,8,15,65,82,54,29,22,5,70,24,0
"chr9.135",378,2025,36,65,43,4,16,6,12,22,152,149,107,117,37,10,119,33,0
"chr9.137",99,689,15,29,29,5,27,4,6,15,54,68,48,38,27,12,64,26,0
